Strata,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Age 11-60 All,0.00206374,0.008234288,1.002065871,0.986023132,1.018370,0.04924016,0.07145127,1.004936159,0.99096067,1.019109,-0.000207286,0.000980163,0.997350261,0.973124169,1.022179,-0.000595009,0.001030979,0.996139909,0.983141494,1.009310
Age 11-60 Female,-0.002674041,0.011529755,0.997329531,0.975044312,1.020124,0.04643518,0.1001976,1.004654316,0.985116657,1.024579,-0.001172973,0.001371296,0.985098095,0.951784031,1.019578,-0.001452439,0.001443339,0.990603571,0.972554667,1.008987
Age 11-60 Male,0.006589129,0.011410664,1.006610885,0.984348013,1.029377,0.05124356,0.09889001,1.005137508,0.985843079,1.024810,0.000725703,0.001359354,1.009332279,0.975490872,1.044348,0.000224621,0.001429015,1.001461101,0.983393807,1.019860
Age 60+All,-0.011686319,0.007375307,0.988381701,0.974196821,1.002773,-0.04472513,0.06373333,0.995537474,0.983178837,1.008051,-0.0015826,0.000881618,0.97994652,0.95850997,1.001862,-0.001381653,0.00092397,0.991059463,0.979461726,1.002795
Age 60+ Female,-0.005755517,0.009635593,0.994261014,0.975659839,1.013217,-0.03793386,0.0832014,0.9962138,0.980099815,1.012593,-0.001579415,0.001152449,0.979986472,0.952058161,1.008734,-0.000374702,0.001209703,0.997567402,0.982311146,1.013061
Age 60+ Male,-0.01917379,0.01068152,0.981008858,0.960684172,1.001764,-0.05289082,0.09238,0.994724881,0.976875992,1.012900,-0.001587572,0.001276164,0.979884157,0.949008689,1.011764,-0.002639018,0.001334694,0.982992669,0.966419167,0.999850
All: LAG 6,-0.005231424,0.005541637,0.994782236,0.984035768,1.005646,-0.0358889,0.04864267,0.996417542,0.986962876,1.005963,-0.001133681,0.000667808,0.985593668,0.969218626,1.002245,-0.000271853,0.000690769,0.998234514,0.989488197,1.007058
Female,-0.002013249,0.00746224,0.997988776,0.983498428,1.012693,-0.05226879,0.06536347,0.994786757,0.982123594,1.007613,-0.00122295,0.000899545,0.984468118,0.962499668,1.006938,-1.1365E-06,0.000930463,0.999992613,0.988208585,1.011917
Male,-0.008820406,0.007732977,0.99121838,0.976308125,1.006356,-0.01785204,0.06803102,0.998216389,0.984994439,1.011616,-0.001033227,0.000931918,0.986861764,0.964056608,1.010206,-0.00057059,0.000963502,0.996298037,0.984143221,1.008603
Warm All,-0.008924035,0.005151639,0.991115666,0.981158515,1.001174,-0.07059304,0.05911557,0.992965554,0.981526805,1.004538,-0.001687022,0.000616869,0.978637602,0.963608781,0.993901,-0.000399429,0.000714754,0.997407077,0.988365951,1.006531
Warm Female,-0.006159753,0.006919234,0.993859179,0.980471744,1.007429,-0.12736405,0.07943863,0.98734436,0.972090496,1.002838,-0.001006679,0.000827481,0.987197166,0.96691436,1.007905,-0.000833865,0.000961805,0.994594541,0.982481744,1.006857
Warm Male,-0.012007989,0.007297206,0.988063819,0.974032593,1.002297,-0.008516193,0.083651353,0.999148743,0.982900599,1.015665,-0.002435875,0.000875687,0.969301855,0.948239241,0.990832,7.22975E-05,0.001009888,1.000470044,0.987680475,1.013425
Cold All,0.000856568,0.006079872,1.000856935,0.989000956,1.012855,-0.01513942,0.04228124,0.998487203,0.990246809,1.006796,-0.000504143,0.000749919,0.993567748,0.975049555,1.012438,-0.000181042,0.000669995,0.998823918,0.99033451,1.007386
Cold Female,0.004120443,0.008205188,1.004128944,0.988109532,1.020408,-0.01294465,0.05694226,0.998706372,0.987622096,1.009915,-0.001710661,0.00101447,0.978341527,0.953755925,1.003561,0.000732804,0.000903449,1.004774591,0.993276003,1.016406
Cold Male,-0.002824872,0.00835666,0.997179114,0.980979295,1.013646,-0.01811726,0.05825446,0.998189914,0.986857526,1.009652,0.000835794,0.0010277,1.010755598,0.985028436,1.037155,-0.001208228,0.000921557,0.992177279,0.980596608,1.003895
Age 0-10 All,0.06250398,0.03215441,1.064498696,0.999481471,1.133745,0.1393382,0.2653561,1.014031348,0.962639801,1.068166,0.004571701,0.003859305,1.060263829,0.962419867,1.168055,0.00552539,0.003988243,1.036567771,0.985215204,1.090597
Age 0-10 Female,0.108380942,0.0406571,1.114472214,1.029108636,1.206917,0.65861812,0.33549654,1.068079111,1.000104496,1.140674,0.001565398,0.004867715,1.020239184,0.902953574,1.152759,0.010089464,0.005008391,1.067779775,1.00177619,1.138132
Age 0-10 Male,0.01697597,0.04131505,1.017120881,0.938003566,1.102911,-0.3764573,0.3427945,0.963054062,0.900474482,1.029983,0.007803167,0.004964117,1.1050389,0.975642325,1.251597,0.001007127,0.005155695,1.0065678,0.942577412,1.074902
Age 11-60 All,0.001795122,0.008179045,1.001796734,0.985865044,1.017986,0.0363379,0.07222553,1.0036404,0.989532753,1.017949,-0.001381462,0.000981807,0.982472711,0.958568482,1.006973,0.000683679,0.001019283,1.004453802,0.991494628,1.017582
Age 11-60 Female,-0.001737882,0.011430176,0.998263627,0.976148037,1.020880,-0.02147172,0.10068905,0.997855132,0.978355453,1.017743,-0.001322492,0.001374373,0.983214574,0.949890877,1.017707,0.000166943,0.001427443,1.001085719,0.983044896,1.019458
Age 11-60 Male,0.00510805,0.01136919,1.005121118,0.982971097,1.027770,0.0913406,0.1006482,1.009175903,0.989462921,1.029282,-0.001433306,0.001363076,0.981820952,0.948813362,1.015977,0.001168236,0.001414057,1.007622438,0.989632564,1.025939
Age 60+All,-0.013544835,0.007325203,0.986546484,0.972483439,1.000813,-0.09979611,0.0641817,0.99007002,0.977693332,1.002603,-0.001189404,0.000886096,0.984890932,0.963238016,1.007031,-0.001269287,0.000913387,0.991783577,0.980309531,1.003392
Age 60+ Female,-0.006424181,0.009606597,0.99359641,0.975063081,1.012482,-0.10557421,0.08403383,0.989498113,0.973333937,1.005931,-0.001253595,0.001160538,0.984082035,0.955843011,1.013155,-0.000524574,0.001197248,0.996596076,0.981510404,1.011914
Age 60+ Male,-0.02235668,0.01056998,0.977891379,0.95784066,0.998362,-0.09260043,0.09279566,0.990782699,0.972925281,1.008968,-0.001114132,0.001280487,0.985840315,0.954673628,1.018024,-0.002187445,0.001318634,0.985882211,0.969458327,1.002584
All: LAG 7,-0.007124514,0.005517696,0.992900805,0.982220751,1.003697,-0.06344359,0.04915494,0.993675724,0.984148255,1.003295,-0.000390758,0.00066667,0.995010789,0.978507213,1.011793,-0.000862954,0.000689749,0.994406501,0.985706529,1.003183
Female,-0.005830924,0.007448357,0.994186043,0.979777569,1.008806,-0.09950048,0.06620884,0.99009929,0.977333845,1.003031,-0.000345322,0.000898138,0.99558963,0.973407367,1.018277,-0.000891456,0.00093139,0.994222289,0.982494655,1.006090
Male,-0.008555481,0.007675304,0.991481013,0.976677204,1.006509,-0.02381403,0.06853063,0.99762143,0.984310969,1.011112,-0.00044051,0.000929256,0.994377345,0.971463391,1.017832,-0.000830738,0.000959145,0.994614756,0.982535006,1.006843
Warm All,-0.004256593,0.005156878,0.995752453,0.985738597,1.005868,-0.06486675,0.05964917,0.993534318,0.981986309,1.005218,-0.000319423,0.000614569,0.995919736,0.980682119,1.011394,-7.96443E-05,0.000717198,0.999482446,0.990391664,1.008657
Warm Female,-0.009733894,0.006923122,0.990313327,0.97696621,1.003843,-0.15399383,0.0802697,0.984718581,0.969347374,1.000334,-5.24452E-05,0.000823153,0.999328927,0.97890317,1.020181,-0.001577527,0.000965649,0.989798467,0.977696199,1.002051
Warm Male,0.00174383,0.007282796,1.001745351,0.987547729,1.016147,0.03226511,0.08399147,1.003231722,0.986851391,1.019884,-0.000625396,0.000870278,0.992026893,0.970602184,1.013925,0.001535414,0.001009067,1.010030159,0.997128807,1.023098
Cold All,-0.011562726,0.006006087,0.988503865,0.976935491,1.000209,-0.06240109,0.04275935,0.99377932,0.985485425,1.002143,-0.00053184,0.000751394,0.993215562,0.974667865,1.012116,-0.001599398,0.000666023,0.989657764,0.981295908,0.998091
Cold Female,-0.001414718,0.008121179,0.998586282,0.98281711,1.014608,-0.08584886,0.05757921,0.991451859,0.980325704,1.002704,-9.32619E-05,0.001015172,0.99880696,0.973689916,1.024572,-0.000397521,0.0008997,0.997419451,0.986052129,1.008918
Cold Male,-0.022789891,0.00820516,0.977467837,0.961873817,0.993315,-0.03637405,0.05868253,0.996369202,0.98497484,1.007895,-0.001018623,0.001027091,0.987046257,0.961937275,1.012811,-0.002926908,0.000910985,0.981154931,0.969833526,0.992608
Age 0-10 All,0.04654797,0.03178879,1.047648334,0.98436545,1.115000,0.1875641,0.2681707,1.018933416,0.966759959,1.073923,-0.00378437,0.003819278,0.952714561,0.865664393,1.048518,0.002727208,0.003955808,1.017884905,0.967857763,1.070498
Age 0-10 Female,0.06603214,0.04035773,1.068261051,0.987016018,1.156194,0.4436456,0.3471068,1.045363383,0.976609526,1.118958,-0.003670313,0.00482559,0.954106473,0.845316295,1.076898,0.001920342,0.005132088,1.012560451,0.948474307,1.080977
Age 0-10 Male,0.02898569,0.04067083,1.029409864,0.950536101,1.114828,-0.03405595,0.33722445,0.996600197,0.932858653,1.064697,-0.003934542,0.004900942,0.950885011,0.840871041,1.075292,0.003439609,0.004953778,1.02260926,0.960065591,1.089227
Age 11-60 All,-0.014653752,0.008175103,0.985453092,0.969788809,1.001370,-0.02539077,0.07328874,0.997464144,0.983238395,1.011896,-0.00168249,0.000982959,0.97869437,0.954854464,1.003129,-0.00143266,0.001025127,0.990730935,0.977875998,1.003755
Age 11-60 Female,-0.0204928,0.01144352,0.97971575,0.957986015,1.001938,-0.1158362,0.1019396,0.988483212,0.968929155,1.008432,-0.002269128,0.001374855,0.971372909,0.938439208,1.005462,-0.002203799,0.001437904,0.985777417,0.967883461,1.004002
Age 11-60 Male,-0.009158776,0.011333794,0.990883038,0.969114014,1.013141,0.06271265,0.10216602,1.006290971,0.986340869,1.026645,-0.001125841,0.001363596,0.985692573,0.952542397,1.019996,-0.000708537,0.001418082,0.9954051,0.977583218,1.013552
Age 60+All,-0.003805976,0.007277305,0.996201258,0.982092781,1.010512,-0.10452979,0.06468859,0.989601464,0.97713355,1.002228,0.00075236,0.000882405,1.009676728,0.987570326,1.032278,-0.000606396,0.000907871,0.996066181,0.984611773,1.007654
Age 60+ Female,0.001008765,0.009576945,1.001009274,0.982394768,1.019976,-0.1122662,0.08515551,0.988836163,0.972468981,1.005479,0.001071087,0.001157602,1.013804325,0.984784931,1.043679,-0.000161954,0.001193104,0.998947855,0.983878523,1.014248
Age 60+ Male,-0.009793392,0.010451325,0.990254407,0.970175798,1.010749,-0.09586053,0.09291999,0.990459747,0.972584448,1.008664,0.000363454,0.001272455,1.004663044,0.973097353,1.037253,-0.00115806,0.001306174,0.99250087,0.976121662,1.009155
All: LAG 8,-0.006027338,0.005537817,0.99399079,0.983260234,1.004838,-0.07338373,0.04953185,0.992688487,0.983097856,1.002373,0.000448459,0.000665456,1.005756777,0.989105092,1.022689,-0.000456749,0.000688715,0.997035534,0.988325584,1.005822
Female,-0.000173284,0.007466885,0.999826731,0.985300727,1.014567,-0.03493371,0.06679758,0.996512724,0.983551089,1.009645,-0.000546844,0.000897949,0.993024837,0.970904318,1.015649,0.000160121,0.000929041,1.001041326,0.989262865,1.012960
Male,-0.012471502,0.007711586,0.987605945,0.972790814,1.002647,-0.11569545,0.06898862,0.988497125,0.975220856,1.001954,0.001537389,0.000925736,1.019873479,0.996459993,1.043837,-0.001132187,0.000958555,0.992667795,0.980619068,1.004865
Warm All,-0.007420293,0.005212377,0.992607169,0.982518062,1.002800,-0.158436987,0.060518753,0.984281152,0.9726749,0.996026,0.000163617,0.000612903,1.002096487,0.986805592,1.017624,-0.000450773,0.000722554,0.997074263,0.987937975,1.006295
Warm Female,-0.010346707,0.006994902,0.989706636,0.976230341,1.003369,-0.11388691,0.08130756,0.988675915,0.973044977,1.004558,-0.000822346,0.000822834,0.989529179,0.969311481,1.010169,-0.00140762,0.000974045,0.990892199,0.978671872,1.003265
Warm Male,-0.004196887,0.007375096,0.995811908,0.981520798,1.010311,-0.20605551,0.08559111,0.979605293,0.963308651,0.996178,0.001232262,0.000866442,1.015898003,0.994053408,1.038223,0.000582276,0.001017009,1.003791965,0.990870033,1.016882
Cold All,-0.003874557,0.005964057,0.996132939,0.984556386,1.007846,-0.02907619,0.04286856,0.997096604,0.988753859,1.005510,0.000859306,0.00075122,1.011059833,0.992183234,1.030296,-0.000497851,0.000659365,0.996769198,0.988431094,1.005178
Cold Female,0.013959381,0.008061809,1.014057268,0.99815993,1.030208,0.001546441,0.058098493,1.000154656,0.98883019,1.011609,4.25391E-05,0.001018135,1.000544649,0.975311404,1.026431,0.001405043,0.000889183,1.009174613,0.997806993,1.020672
Cold Male,-0.023736913,0.008179667,0.976542592,0.961011349,0.992325,-0.06334957,0.05870077,0.993685067,0.982317888,1.005184,0.001765812,0.001028574,1.022859763,0.996802652,1.049598,-0.002622419,0.000906723,0.983098736,0.971807665,0.994521
Age 0-10 All,0.03738281,0.03207773,1.038090336,0.974832575,1.105453,-0.1856973,0.2783011,0.981601625,0.92949231,1.036632,0.007995525,0.003789206,1.107763059,1.007305677,1.218239,0.001097258,0.003961914,1.007157672,0.957583259,1.059299
Age 0-10 Female,0.06721255,0.04125033,1.069522781,0.986454481,1.159586,-0.02632396,0.36734567,0.997371066,0.928084822,1.071830,0.0111679,0.00475976,1.153671101,1.023815425,1.299997,0.003525643,0.005212312,1.023181284,0.957443875,1.093432
Age 0-10 Male,0.01282937,0.04053017,1.012912019,0.93556022,1.096659,-0.2958485,0.3432672,0.970848498,0.907678334,1.038415,0.004499563,0.004891482,1.059285269,0.936952123,1.197591,-0.000683769,0.004910443,0.995565365,0.935191893,1.059836
Age 11-60 All,-0.009388206,0.008196529,0.990655726,0.974867804,1.006699,-0.000234661,0.073643747,0.999976534,0.985646369,1.014515,7.43122E-05,0.000981239,1.000951649,0.976611721,1.025898,-0.00150359,0.001023996,0.990274269,0.977439341,1.003278
Age 11-60 Female,-0.01113765,0.01151676,0.988924144,0.966851368,1.011501,0.01023074,0.10301423,1.001023598,0.981014817,1.021440,-0.001211858,0.00137968,0.984607906,0.951110344,1.019285,-0.001796495,0.001443654,0.988390697,0.970378217,1.006738
Age 11-60 Male,-0.007790061,0.011312978,0.992240203,0.970480958,1.014487,-0.01113836,0.10205907,0.998886784,0.979103998,1.019069,0.001288732,0.00135309,1.016632576,0.982700827,1.051736,-0.001238589,0.001408937,0.991981493,0.974334421,1.009948
Age 60+All,-0.005425775,0.007317901,0.994588918,0.980425262,1.008957,-0.12365537,0.06533122,0.987710602,0.975143679,1.000439,0.000397084,0.000882598,1.005095607,0.983084745,1.027599,0.000254465,0.00090708,1.001655393,0.990146687,1.013298
Age 60+ Female,0.004494608,0.009576476,1.004504724,0.985826124,1.023537,-0.06694738,0.08571329,0.993327622,0.976779305,1.010156,-0.00058039,0.00115653,0.992598532,0.964212065,1.021821,0.001313009,0.001184789,1.008571082,0.993461814,1.023910
Age 60+ Male,-0.0177559,0.01055996,0.982400807,0.962276525,1.002946,-0.19429546,0.09407105,0.980757991,0.962840536,0.999009,0.001636572,0.001271787,1.021169074,0.989101355,1.054276,-0.001056951,0.001311929,0.993153364,0.976691776,1.009892
All: LAG 9,-0.001378828,0.005556426,0.998622122,0.98780554,1.009557,-0.02139462,0.04918125,0.997862825,0.988290114,1.007528,0.000543226,0.000666349,1.006977523,0.990283443,1.023953,-0.000438368,0.000688072,0.997154663,0.988451775,1.005934
Female,0.00597159,0.007490288,1.005989455,0.991328442,1.020867,0.006644445,0.066145389,1.000664665,0.987775285,1.013722,0.000326303,0.000897886,1.004185415,0.981817856,1.027063,7.36167E-05,0.000928324,1.000478623,0.988715805,1.012381
Male,-0.009418258,0.007735807,0.990625955,0.975719199,1.005760,-0.05232984,0.06866981,0.994780684,0.98148135,1.008260,0.000788173,0.000928559,1.010139677,0.986879751,1.033948,-0.000997414,0.000957395,0.993537783,0.981492998,1.005730
Warm All,-0.005785588,0.005279561,0.994231116,0.983995921,1.004573,-0.05248889,0.06122273,0.994764862,0.98289936,1.006774,6.83785E-06,0.000616408,1.000087528,0.984740712,1.015674,-0.00075226,0.000728448,0.995122243,0.98592981,1.004400
Warm Female,-0.012201143,0.007095442,0.987872989,0.974229663,1.001707,-0.13000872,0.08184319,0.987083274,0.971375533,1.003045,-0.00010486,0.000826559,0.998658689,0.978163027,1.019584,-0.001839112,0.000981228,0.988116939,0.975841535,1.000547
Warm Male,0.001266366,0.007467992,1.001267168,0.986718095,1.016031,0.03328208,0.08709561,1.003333753,0.986351466,1.020608,0.000144741,0.000874016,1.001854398,0.980125526,1.024065,0.000428638,0.001027732,1.00279003,0.989745781,1.016006
Cold All,0.00399078,0.005910291,1.003998754,0.992435367,1.015697,-0.00651111,0.04224205,0.999349101,0.991109206,1.007658,0.001557149,0.000750727,1.020131466,1.001097875,1.039527,-0.000282793,0.000653707,0.998163536,0.989885121,1.006511
Cold Female,0.026900142,0.007956374,1.027265217,1.011369799,1.043410,0.07264026,0.05698378,1.007290473,0.996102819,1.018604,0.001232876,0.001016132,1.015905987,0.990335101,1.042137,0.001492321,0.000881862,1.009747287,0.998466346,1.021156
Cold Male,-0.021444062,0.008103165,0.978784227,0.963361772,0.994454,-0.09316943,0.05788803,0.990726325,0.97954902,1.002031,0.001901143,0.00102593,1.024633134,0.998597084,1.051348,-0.002235539,0.000895393,0.985574063,0.974395205,0.996881
Age 0-10 All,0.02801244,0.03232759,1.028408478,0.965267864,1.095679,-0.1097285,0.2719168,0.989087132,0.937753139,1.043231,0.004813218,0.003824643,1.063546619,0.96623959,1.170653,0.000426019,0.003981457,1.002772958,0.953177026,1.054949
Age 0-10 Female,0.08054872,0.04116169,1.083881652,0.999871816,1.174950,0.05618292,0.35273994,1.005634104,0.938456536,1.077620,0.008481891,0.004771123,1.114680933,0.988931977,1.256420,0.003342252,0.005109505,1.021962336,0.957556592,1.090700
Age 0-10 Male,-0.0223151,0.04134362,0.97793204,0.901812551,1.060477,-0.26629,0.3410391,0.973722426,0.910762914,1.041034,0.001128301,0.004966754,1.014547046,0.895687525,1.149179,-0.002304723,0.005055511,0.985130953,0.92368155,1.050668
Age 11-60 All,-0.008913298,0.008242686,0.991126308,0.975242654,1.007269,-0.0430689,0.07344266,0.995702371,0.981472139,1.010139,0.000826846,0.000983901,1.010639834,0.985998462,1.035897,-0.001225199,0.001024735,0.992067833,0.97920044,1.005104
Age 11-60 Female,-0.006525338,0.011603675,0.993495906,0.971155634,1.016350,0.004111556,0.102601211,1.00041124,0.98049407,1.020733,-0.000136841,0.001380058,0.998249963,0.964279142,1.033418,-0.000765392,0.001442766,0.995037307,0.976914751,1.013496
Age 11-60 Male,-0.01120791,0.01135483,0.988854665,0.967090329,1.011109,-0.08936302,0.10190359,0.991103508,0.971504473,1.011098,0.001753388,0.001359594,1.022697114,0.988401658,1.058183,-0.001658788,0.001411588,0.989275797,0.971644042,1.007228
Age 60+All,0.003038546,0.007326285,1.003043167,0.988742868,1.017550,-0.001629185,0.064684416,0.999837095,0.987241031,1.012594,0.000130618,0.000882468,1.001673306,0.979740597,1.024097,0.000104594,0.000904929,1.000680093,0.989209701,1.012283
Age 60+ Female,0.011328109,0.009579012,1.011392515,0.992580904,1.030561,0.004826612,0.084626305,1.000482778,0.984024883,1.017216,0.000306525,0.00115577,1.003931222,0.975239268,1.033467,0.000490264,0.001184684,1.003191802,0.988164449,1.018448
Age 60+ Male,-0.007225615,0.010580428,0.992800427,0.972424099,1.013604,-0.009561719,0.093376829,0.999044285,0.980926221,1.017497,-7.9103E-05,0.001272173,0.998987994,0.967607456,1.031386,-0.000363121,0.001305201,0.997642494,0.981190592,1.014370
All: LAG 10,-0.00061732,0.005574217,0.99938287,0.988523577,1.010361,-0.02907751,0.04934985,0.997096472,0.98749848,1.006788,8.64723E-05,0.000666802,1.001107459,0.984499509,1.017996,-6.86467E-05,0.000691229,0.999553896,0.990790208,1.008395
Female,0.002436845,0.007503503,1.002439817,0.987804949,1.017292,-0.01326909,0.06639197,0.998673971,0.985762589,1.011754,-0.000445543,0.000900353,0.994313277,0.97210544,1.017028,0.000269563,0.000931049,1.001753694,0.989941521,1.013707
Male,-0.004020042,0.007776114,0.995988028,0.980923087,1.011284,-0.04622735,0.06889746,0.995387933,0.982036662,1.008921,0.000663915,0.000927065,1.008534323,0.985348309,1.032266,-0.00044431,0.000963654,0.997116149,0.984949445,1.009433
Warm All,0.001369952,0.005294762,1.001370891,0.991032667,1.011817,-0.02667677,0.0623299,0.997335878,0.985225887,1.009595,-0.000351693,0.000615559,0.995508453,0.980252776,1.011002,0.000453577,0.000730256,1.0029526,0.993664937,1.012327
Warm Female,-0.005638248,0.007107282,0.994377617,0.9806217,1.008326,-0.11002376,0.08351025,0.989057929,0.97300079,1.005380,-0.000719749,0.000829409,0.990829518,0.970425144,1.011663,-0.000871284,0.000983145,0.994352662,0.981975797,1.006886
Warm Male,0.008991202,0.007490024,1.009031744,0.994326908,1.023954,0.06613343,0.0883329,1.006635259,0.989357135,1.024215,4.33697E-05,0.000867465,1.000555287,0.979015466,1.022569,0.001884162,0.001029526,1.012322355,0.999131269,1.025688
Cold All,-0.003156717,0.005936441,0.99684826,0.985316725,1.008515,-0.02560333,0.04214413,0.997442942,0.989237749,1.005716,0.000622035,0.000753253,1.007993831,0.989124004,1.027224,-0.000497765,0.000657493,0.996769759,0.988455229,1.005154
Cold Female,0.01173032,0.0080066,1.01179939,0.996045225,1.027803,0.03047069,0.05690228,1.003051716,0.991926985,1.014301,5.94262E-06,0.001018651,1.000076068,0.974842021,1.025963,0.001175722,0.000886062,1.007671468,0.996360396,1.019111
Cold Male,-0.019908216,0.008163786,0.980288644,0.964727852,0.996100,-0.08849916,0.05792377,0.991189129,0.979999738,1.002506,0.001303716,0.001033472,1.01682758,0.990802379,1.043536,-0.002383312,0.000905167,0.984627848,0.973338508,0.996048
Age 0-10 All,-0.03717312,0.03273422,0.963509318,0.903632804,1.027353,-0.59663983,0.28449721,0.942081036,0.890987005,0.996105,0.000663217,0.003866782,1.008525312,0.915284219,1.111265,-0.006624605,0.004123571,0.957853982,0.908832721,1.009519
Age 0-10 Female,-0.04638547,0.04156179,0.954673893,0.879988378,1.035698,-0.4874137,0.3735616,0.952427424,0.885184268,1.024779,-0.000493882,0.004959802,0.993698248,0.877434285,1.125368,-0.006465563,0.005238122,0.958844697,0.896945808,1.025015
Age 0-10 Male,-0.02657167,0.04180154,0.973778251,0.897176483,1.056920,-0.6755887,0.35292395,0.934672695,0.872203977,1.001616,0.001697301,0.004893454,1.021963169,0.903895501,1.155453,-0.006551137,0.005262883,0.958311507,0.896164293,1.024769
Age 11-60 All,-0.007939813,0.008266748,0.992091624,0.976146463,1.008297,-0.04667949,0.07341038,0.995342929,0.981124041,1.009768,-0.000191028,0.000983068,0.997557827,0.97325576,1.022467,-0.001002282,0.001027658,0.993506343,0.980583775,1.006599
Age 11-60 Female,-0.004182939,0.011555174,0.995825797,0.973525676,1.018637,-0.04137579,0.10213082,0.995870969,0.976134183,1.016007,-0.001397053,0.0013755,0.982276661,0.94895792,1.016765,-0.000254429,0.001436288,0.998347581,0.980245635,1.016784
Age 11-60 Male,-0.01145937,0.01144598,0.988606038,0.966674459,1.011035,-0.05092657,0.10210475,0.994920289,0.975207327,1.015032,0.000948868,0.001359831,1.012219571,0.97826965,1.047348,-0.001707481,0.001423035,0.988962736,0.971194917,1.007056
Age 60+All,0.006529517,0.007351771,1.006550881,0.992151011,1.021160,0.009822503,0.065011752,1.000982733,0.988308826,1.013819,0.00027401,0.000884033,1.003513491,0.981501934,1.026019,0.000906389,0.000909362,1.005908914,0.994322436,1.017630
Age 60+ Female,0.008675798,0.00962611,1.008713542,0.989860379,1.027926,0.02234907,0.08519523,1.002237406,0.985640734,1.019114,0.000184384,0.001161721,1.0023629,0.973570392,1.032007,0.000862428,0.00119232,1.005621524,0.990461409,1.021014
Age 60+ Male,0.00383736,0.01061249,1.003844732,0.983179943,1.024944,-0.005922808,0.093745358,0.999407895,0.981212359,1.017941,0.000370116,0.001270299,1.004748728,0.973232978,1.037285,0.000964361,0.001310496,1.006288031,0.989626804,1.023230
All: LAG 11,-0.001411165,0.005606813,0.99858983,0.987676051,1.009624,-0.06197893,0.04976904,0.993821274,0.984173944,1.003563,0.000770203,0.000666394,1.009907357,0.993163576,1.026933,-0.000438553,0.000698099,0.997153466,0.98832432,1.006061
Female,0.000860785,0.007562426,1.000861155,0.986135441,1.015807,-0.01867966,0.06706709,0.998133778,0.985099019,1.011341,0.00115894,0.000899776,1.014945003,0.992290707,1.038117,-0.000383204,0.000941934,0.997512274,0.98561342,1.009555
Male,-0.0038922,0.007797499,0.996115365,0.981007378,1.011456,-0.1100476,0.0693044,0.989055571,0.97571141,1.002582,0.000349156,0.000925772,1.004479196,0.981418241,1.028082,-0.000498399,0.000970555,0.996765646,0.984516658,1.009167
Warm All,0.000163742,0.005296327,1.000163756,0.989834958,1.010600,-0.14150269,0.06292274,0.985949376,0.973864477,0.998184,0.000240606,0.000610285,1.003084504,0.987843425,1.018561,-0.000199356,0.000735745,0.998705023,0.989387511,1.008110
Warm Female,-0.007142276,0.007126626,0.992883169,0.979110803,1.006849,-0.282311028,0.084159636,0.972163671,0.956259087,0.988333,0.000980658,0.000820314,1.01263153,0.992004507,1.033687,-0.001534065,0.00099156,0.990078127,0.977649657,1.002665
Warm Male,0.008053316,0.007468387,1.008085831,0.993436909,1.022951,0.01493695,0.08932331,1.001494811,0.984113863,1.019183,-0.000566219,0.000861318,0.992778602,0.971556027,1.014465,0.001238647,0.001035475,1.008083704,0.994872445,1.021470
Cold All,-0.003942156,0.006023388,0.996065604,0.984375355,1.007895,-0.01874105,0.042466,0.99812765,0.989854377,1.006470,0.001333236,0.000759576,1.017211863,0.998011162,1.036782,-0.000614997,0.000666193,0.996010497,0.987592833,1.004500
Cold Female,0.009834343,0.008136198,1.009882859,0.993906039,1.026117,0.10318597,0.05741622,1.010372017,0.999065455,1.021807,0.001403642,0.001029301,1.018128988,0.992174296,1.044763,0.000551113,0.000900271,1.003588661,0.992143807,1.015166
Cold Male,-0.01945659,0.008254832,0.980731468,0.964991428,0.996728,-0.154218102,0.058126551,0.984696497,0.973541706,0.995979,0.001256616,0.001038342,1.01621474,0.990084249,1.043035,-0.001926353,0.000912916,0.987556771,0.976137473,0.999110
Age 0-10 All,-0.06005818,0.03322407,0.941709743,0.882340399,1.005074,-0.5820601,0.28705815,0.943455566,0.891839222,0.998059,-0.002678206,0.00388875,0.966299901,0.876479471,1.065325,-0.00946857,0.004177311,0.940309968,0.891575954,0.991708
Age 0-10 Female,-0.03778158,0.04183995,0.96292324,0.887108588,1.045217,-0.002163128,0.370336586,0.999783711,0.929784645,1.075053,0.00277003,0.004966314,1.036092457,0.914718875,1.173571,-0.005513403,0.005242255,0.964797427,0.902466735,1.031433
Age 0-10 Male,-0.08117027,0.04282318,0.922036683,0.84780578,1.002767,-1.091316529,0.362812369,0.896612368,0.835067368,0.962693,-0.007894677,0.004946241,0.903886151,0.798401912,1.023307,-0.01339135,0.005398739,0.916636969,0.85571003,0.981902
Age 11-60 All,-0.01195707,0.008309186,0.988114132,0.972152033,1.004338,-0.10142894,0.07382565,0.989908372,0.975687702,1.004336,0.000885736,0.000981801,1.011401934,0.986793964,1.036624,-0.001830279,0.001035588,0.988173674,0.975221939,1.001297
