Strata,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Age 11-60 Female,-0.007380699,0.011626717,0.992646471,0.97028148,1.015527,-0.03295257,0.10306381,0.996710166,0.976778113,1.017049,0.000513434,0.001375208,1.006593603,0.972457151,1.041928,-0.001460455,0.001445997,0.990551958,0.972471063,1.008969
Age 11-60 Male,-0.01623647,0.01149097,0.983894631,0.961982739,1.006306,-0.1674066,0.1023061,0.983398686,0.963875969,1.003317,0.001211703,0.001356066,1.0156307,0.981659094,1.050778,-0.002173542,0.001435238,0.985971309,0.968106715,1.004166
Age 60+All,0.008970996,0.007388229,1.009011356,0.994505219,1.023729,-0.009356615,0.065647883,0.999064776,0.986292173,1.012003,0.000822134,0.000883117,1.010578884,0.988435069,1.033219,0.000981784,0.0009189,1.006401999,0.994688957,1.018253
Age 60+ Female,0.007791765,0.009704637,1.0078222,0.98883349,1.027176,-0.01076429,0.08610303,0.99892415,0.982207565,1.015925,0.001505382,0.001159705,1.019455733,0.990222326,1.049552,0.000530836,0.001209899,1.003456396,0.988107604,1.019044
Age 60+ Male,0.01059788,0.01062025,1.010654236,0.989834214,1.031912,-0.007148907,0.094530525,0.999285365,0.980941089,1.017973,-1.85589E-05,0.001269608,0.999762475,0.968419925,1.032119,0.00155377,0.001316859,1.010150677,0.993344965,1.027241
All: LAG 12,0.002259657,0.005609779,1.002262212,0.991302534,1.013343,0.01873158,0.04999046,1.001874913,0.992106348,1.011740,0.000976504,0.000662993,1.012577692,0.995874617,1.029561,-0.000127525,0.000697751,0.999171429,0.990328814,1.008093
Female,0.00860665,0.007525488,1.008643794,0.993875525,1.023632,0.05328798,0.06732558,1.005343021,0.992163848,1.018697,0.0006339,0.000890402,1.008146927,0.985876215,1.030921,0.000558233,0.000936657,1.003635106,0.991729895,1.015683
Male,-0.004883978,0.007852356,0.995127929,0.979929552,1.010562,-0.01919066,0.06968286,0.998082774,0.984543786,1.011808,0.001352018,0.00092732,1.017456444,0.99405894,1.041405,-0.000896418,0.000975961,0.994190225,0.981905249,1.006629
Warm All,-0.000734463,0.005286939,0.999265807,0.988964479,1.009674,-0.0753234,0.06261082,0.992495957,0.980390752,1.004751,0.001046545,0.000603474,1.013485903,0.998257352,1.028947,-0.000624371,0.000733109,0.995949812,0.986691141,1.005295
Warm Female,0.001087706,0.007051411,1.001088298,0.987347663,1.015020,-0.09323354,0.08392819,0.990719974,0.974556017,1.007152,0.00073412,0.000803182,1.009441024,0.989304121,1.029988,-2.23892E-06,0.000976402,0.999985447,0.98762331,1.012502
Warm Male,-0.002723059,0.007518626,0.997280645,0.982691969,1.012086,-0.05359873,0.08857321,0.994654465,0.977535938,1.012073,0.001391879,0.000860721,1.017975701,0.996229412,1.040197,-0.001314847,0.001044169,0.991489912,0.978387747,1.004768
Cold All,0.007953777,0.006049695,1.007985492,0.996103984,1.020009,0.07132396,0.04283608,1.007157892,0.998737322,1.015649,0.000658001,0.000760023,1.00845798,0.98941142,1.027871,0.000335176,0.000667533,1.00218102,0.993694235,1.010740
Cold Female,0.019830547,0.008158794,1.020028478,1.00384669,1.036471,0.12043261,0.0579991,1.012116073,1.000675666,1.023687,0.000538664,0.001030898,1.006918717,0.981210487,1.033301,0.001089301,0.000902989,1.007105583,0.99558615,1.018758
Cold Male,-0.005346573,0.008312542,0.994667694,0.978593292,1.011006,0.01753128,0.05863845,1.001754666,0.990307272,1.013334,0.000782229,0.001037948,1.010062826,0.98410026,1.036710,-0.000495787,0.000914165,0.996782572,0.98524092,1.008459
Age 0-10 All,-0.02892403,0.03290883,0.971490266,0.910806019,1.036218,-0.6339805,0.28678706,0.938569802,0.887267899,0.992838,0.005091858,0.003821001,1.067346629,0.96978053,1.174728,-0.004789829,0.004164092,0.96934578,0.91926171,1.022159
Age 0-10 Female,-0.01124001,0.04206311,0.988822923,0.910570725,1.073800,0.03506236,0.36748511,1.00351239,0.933773995,1.078459,0.00052411,0.004836591,1.006731162,0.891694414,1.136609,-0.006435757,0.005364033,0.959030481,0.895681676,1.026860
Age 0-10 Male,-0.04506015,0.0417927,0.95593998,0.880756711,1.037541,-1.239333004,0.366181555,0.883438764,0.822254858,0.949175,0.009572725,0.004904832,1.130354025,0.999478591,1.278367,-0.003201021,0.005259922,0.979408328,0.915927521,1.047289
Age 11-60 All,-0.004622226,0.008285705,0.99538844,0.979353903,1.011686,0.01088288,0.07394025,1.00108888,0.986685433,1.015703,0.000818312,0.000977033,1.010529443,0.986060654,1.035605,-0.00071685,0.001030175,0.995351311,0.98237324,1.008501
Age 11-60 Female,-0.000223039,0.011549239,0.999776986,0.977399752,1.022667,0.07306974,0.10328331,1.007333735,0.987146763,1.027934,-0.000386587,0.001366793,0.99506391,0.961521448,1.029776,0.000243246,0.001429873,1.001582351,0.983502126,1.019995
Age 11-60 Male,-0.008917278,0.011508867,0.991122363,0.969015514,1.013734,-0.04867945,0.10249534,0.995143884,0.97535182,1.015338,0.001946593,0.001352203,1.025229398,0.991032769,1.060606,-0.001662099,0.001436843,0.989254506,0.971310563,1.007530
Age 60+All,0.008957577,0.007415278,1.008997816,0.994439151,1.023770,0.05412861,0.06608911,1.005427537,0.992487754,1.018536,0.000922405,0.000879096,1.011876763,0.989804359,1.034441,0.000521338,0.000922027,1.003394442,0.991676895,1.015250
Age 60+ Female,0.01550513,0.00967423,1.015625958,0.996549606,1.035067,0.04049599,0.0866704,1.00405781,0.987145534,1.021260,0.001337326,0.001145376,1.017265121,0.988449801,1.046920,0.001034333,0.001207386,1.006745816,0.991378447,1.022351
Age 60+ Male,0.000729914,0.010756209,1.00073018,0.979853454,1.022052,0.07194523,0.09523808,1.007220466,0.988593413,1.026198,0.000396283,0.001277039,1.005085314,0.973394417,1.037808,-0.000106307,0.001330971,0.999309241,0.982507239,1.016399
All: LAG 13,0.001514135,0.005591296,1.001515282,0.990599657,1.012551,-0.03566657,0.04999201,0.996439696,0.986723825,1.006251,0.001847576,0.000665179,1.023930832,1.006985243,1.041162,-0.000254657,0.000692451,0.9983461,0.9895776,1.007192
Female,0.001985531,0.007511662,1.001987503,0.98734345,1.016849,-0.09966738,0.06723341,0.990082765,0.977121293,1.003216,0.002416441,0.000894929,1.031413757,1.008514519,1.054833,-9.89349E-05,0.000930925,0.99935713,0.987574782,1.011280
Male,0.00096809,0.007811116,1.000968559,0.985760654,1.016411,0.03543731,0.06973506,1.003550017,0.989926738,1.017361,0.001223496,0.000928677,1.015784014,0.992391181,1.039728,-0.000430554,0.000966582,0.997205311,0.98500077,1.009561
Warm All,0.004623907,0.005279876,1.004634614,0.994291705,1.015085,-0.008548776,0.06229409,0.999145488,0.987020451,1.011419,0.001016263,0.000611426,1.013093141,0.997671426,1.028753,0.000475095,0.000723993,1.003092892,0.993883233,1.012388
Warm Female,0.004769828,0.007063117,1.004781222,0.990967162,1.018788,-0.08818287,0.08343007,0.99122048,0.975143557,1.007562,0.001036595,0.000819377,1.013356827,0.992738372,1.034404,0.001158124,0.000968034,1.007556213,0.995206575,1.020059
Warm Male,0.004414513,0.007492133,1.004424271,0.989782489,1.019283,0.07829727,0.08826761,1.007860459,0.990573982,1.025449,0.001004192,0.000866125,1.012936618,0.991163596,1.035188,-0.000289144,0.001027551,0.998122328,0.985141063,1.011275
Cold All,-0.002023942,0.006010366,0.997978105,0.986290583,1.009804,-0.03343348,0.04297206,0.996662235,0.988303075,1.005092,0.002604937,0.000752298,1.033905312,1.014574736,1.053604,-0.000780419,0.000665021,0.994940124,0.986546237,1.003405
Cold Female,-0.002421577,0.008116477,0.997581353,0.981837098,1.013578,-0.09523986,0.05810139,0.990521224,0.979305278,1.001866,0.004014777,0.001015635,1.05273248,1.026247448,1.079901,-0.000982412,0.00089999,0.993634665,0.982306844,1.005093
Cold Male,-0.001655393,0.008256457,0.998345976,0.982320107,1.014633,0.03528338,0.0589105,1.00353457,0.992013939,1.015189,0.001045556,0.001034686,1.013473072,0.98750365,1.040125,-0.000569199,0.000911431,0.996307042,0.984805197,1.007943
Age 0-10 All,-0.02286025,0.0328455,0.977399066,0.916459475,1.042391,-0.3105371,0.2788103,0.969423504,0.917869065,1.023874,0.000715618,0.003891968,1.009201991,0.915319785,1.112713,-0.000523337,0.004049192,0.996604088,0.946496133,1.049365
Age 0-10 Female,-0.03958047,0.04239965,0.961192604,0.884543325,1.044484,-0.004212074,0.356877789,0.999578881,0.932049593,1.072001,-0.00029608,0.004996882,0.996217348,0.878840724,1.129271,-0.00493824,0.00524846,0.968411131,0.905775369,1.035378
Age 0-10 Male,-0.006392399,0.041364317,0.993627989,0.916249602,1.077541,-0.5932829,0.3551818,0.942397339,0.879023257,1.010340,0.001510784,0.004925118,1.019526226,0.901024054,1.153614,0.003626773,0.005087782,1.023854088,0.959594655,1.092417
Age 11-60 All,0.001728138,0.008259776,1.001729632,0.985643035,1.018079,-0.05574485,0.07433791,0.994441024,0.980056834,1.009036,0.001884982,0.000978389,1.024421201,0.999582033,1.049878,-0.000305191,0.001023427,0.998018228,0.985090078,1.011116
Age 11-60 Female,-0.001324692,0.011525214,0.998676185,0.976369565,1.021492,-0.155455,0.1035197,0.984574708,0.964799124,1.004756,0.003715676,0.001366339,1.048709806,1.013370537,1.085281,-0.001063467,0.00143019,0.993111301,0.975180052,1.011372
Age 11-60 Male,0.004728361,0.011460748,1.004739557,0.982421629,1.027564,0.04100237,0.1033429,1.004108654,0.98397482,1.024654,0.000143555,0.001356571,1.001839196,0.968316634,1.036522,0.000426776,0.001417919,1.002777897,0.984826058,1.021057
Age 60+All,0.002397343,0.007390563,1.002400219,0.987984608,1.017026,-0.007302476,0.065903242,0.999270019,0.986445419,1.012261,0.001866007,0.00088327,1.024172416,1.001726896,1.047121,-0.000199543,0.00091513,0.998703811,0.98712778,1.010416
Age 60+ Female,0.005739575,0.009653866,1.005756078,0.9869045,1.024968,-0.06594521,0.08642884,0.993427175,0.976740205,1.010399,0.001614226,0.001155253,1.020877032,0.991713628,1.050898,0.000736894,0.001195331,1.0048013,0.989615588,1.020220
Age 60+ Male,-0.001883825,0.010700935,0.998117948,0.9774016,1.019273,0.06469799,0.09491915,1.006490773,0.98793897,1.025391,0.002182268,0.001277451,1.028326815,0.995892797,1.061817,-0.001379991,0.001324875,0.991070168,0.974482372,1.007940
All: LAG 14,-0.003522881,0.005582136,0.996483317,0.985640232,1.007446,-0.04187271,0.05009623,0.995821483,0.986091497,1.005647,0.001876375,0.000666788,1.024308347,1.007315865,1.041587,-0.00051324,0.000691021,0.996669499,0.98793372,1.005483
Female,-0.001695847,0.007520288,0.99830559,0.983698716,1.013129,-0.05874139,0.06762632,0.99414308,0.981052899,1.007408,0.00209866,0.000898144,1.0272269,1.004339589,1.050636,-0.000678357,0.000932583,0.995600388,0.983841547,1.007500
Male,-0.005564534,0.007779447,0.994450919,0.97940283,1.009730,-0.024277,0.06966545,0.997575244,0.984046499,1.011290,0.001640487,0.000930447,1.021220246,0.997657917,1.045339,-0.000335719,0.000961238,0.997820204,0.985675241,1.010115
Warm All,-0.005468676,0.005290743,0.99454625,0.984286238,1.004913,-0.08233406,0.06172236,0.991800396,0.979874292,1.003872,0.000488595,0.000616181,1.006273609,0.990837492,1.021950,-0.001065419,0.000724188,0.993098701,0.983978355,1.002304
Warm Female,-0.00235183,0.007094418,0.997650933,0.983874541,1.011620,-0.16186312,0.08311768,0.983943982,0.968044349,1.000105,0.001045072,0.000826369,1.013466798,0.992671956,1.034697,-0.000829302,0.000971028,0.994624039,0.98239544,1.007005
Warm Male,-0.008850202,0.007509502,0.991188846,0.97670675,1.005886,0.003436616,0.087193104,1.000343721,0.983393251,1.017586,-0.000120787,0.000874385,0.998455121,0.976790937,1.020600,-0.001316407,0.001028114,0.991479858,0.978577964,1.004552
Cold All,4.0129E-05,0.005975706,1.00004013,0.988395602,1.011822,-0.01701842,0.04333721,0.998299605,0.989855867,1.006815,0.003883499,0.000749641,1.050964997,1.031384208,1.070918,-2.94167E-05,0.000663124,0.99980881,0.991397807,1.008291
Cold Female,-0.001681067,0.008090742,0.998320345,0.98261399,1.014278,-0.006888272,0.058650321,0.99931141,0.987889638,1.010865,0.003486771,0.001014102,1.045641599,1.019374177,1.072586,-0.000442264,0.000900905,0.997129409,0.985750258,1.008640
Cold Male,0.001841188,0.00815023,1.001842884,0.985966143,1.017975,-0.02993395,0.05913327,0.997011081,0.985522308,1.008634,0.004328718,0.001027268,1.056971338,1.030078992,1.084566,0.000402772,0.000901053,1.002621449,0.991177746,1.014197
Age 0-10 All,-0.04733413,0.03272309,0.953768662,0.894516986,1.016945,-0.1434293,0.2763776,0.98575944,0.933781377,1.040631,-0.004896553,0.003858036,0.939247855,0.852598712,1.034703,-0.006214564,0.004080285,0.960410323,0.911760898,1.011656
Age 0-10 Female,-0.09562965,0.04201773,0.908800528,0.836955479,0.986813,-0.1997595,0.3589124,0.980222247,0.913636234,1.051661,-0.005214907,0.004862148,0.935428272,0.82800807,1.056784,-0.011418676,0.005350565,0.928466114,0.867285039,0.993963
Age 0-10 Male,-0.001421358,0.041452036,0.998579652,0.920657354,1.083097,-0.0911196,0.3465299,0.990929428,0.925860392,1.060571,-0.004697964,0.004973658,0.941638403,0.831176534,1.066780,-0.001521041,0.005070555,0.990161947,0.928220806,1.056236
Age 11-60 All,0.001821755,0.008246519,1.001823415,0.985760926,1.018148,-0.03553384,0.07439899,0.996452922,0.982027874,1.011090,0.002546325,0.000981389,1.033129927,1.008003737,1.058882,0.000158771,0.001021006,1.001032546,0.98809582,1.014139
Age 11-60 Female,0.01081475,0.01150706,1.010873441,0.988329547,1.033932,0.04535553,0.10328028,1.004545854,0.984415336,1.025088,0.004367639,0.001370413,1.057498041,1.021758189,1.094488,0.000326355,0.001425652,1.002123556,0.984086481,1.020491
Age 11-60 Male,-0.006827565,0.011440426,0.99319569,0.971172864,1.015718,-0.1152733,0.1037486,0.988538855,0.968640191,1.008846,0.00080722,0.001361619,1.010385978,0.976453752,1.045497,-3.79101E-06,0.001415715,0.999975359,0.982101269,1.018175
Age 60+All,-0.005694091,0.007378031,0.99432209,0.980046723,1.008805,-0.04084293,0.06613053,0.995924036,0.983098582,1.008917,0.001639746,0.000885026,1.021210559,0.998785949,1.044139,-0.00077262,0.000912902,0.994990562,0.983485488,1.006630
Age 60+ Female,-0.006673847,0.009697508,0.993348374,0.974645988,1.012410,-0.12378756,0.08748172,0.987697546,0.970906437,1.004779,0.000820325,0.001162298,1.010555481,0.981513448,1.040457,-0.000968466,0.001202053,0.993724744,0.97862262,1.009060
Age 60+ Male,-0.004439174,0.010616422,0.995570665,0.975068688,1.016504,0.05880517,0.09437423,1.005897841,0.987462426,1.024677,0.002677897,0.001275075,1.034871311,1.002290619,1.068511,-0.000530945,0.001310645,0.996554807,0.980052873,1.013335
,,,,,,,,,,,,,,,,,,,,
Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI
Air Pollutant:,AQHIX,,IQR=1.5,,,NO2,,IQR=8.8,,,O3H8,,IQR=19,,,SO2,,IQR=1.2,,
All: LAG 0,0.009197366,0.003725317,1.013891654,1.002847664,1.025057,0.002221063,0.000652222,1.019737611,1.008330332,1.031274,-0.000101518,0.000424791,0.998073013,0.982408514,1.013987,0.005659714,0.00338953,1.006814772,0.998820179,1.014873
Female,0.015609794,0.005040052,1.023690967,1.008633998,1.038973,0.003468381,0.00087896,1.030992317,1.015480039,1.046742,0.000126244,0.000576751,1.002401513,0.98110129,1.024164,0.010989014,0.004573803,1.013274146,1.002432185,1.024233
Male,0.002187998,0.005211785,1.003287389,0.988031548,1.018779,0.000831818,0.000916875,1.007346852,0.991541708,1.023404,-0.000342096,0.000591852,0.993521247,0.971863026,1.015662,-0.000254422,0.004755228,0.999694741,0.988576151,1.010938
Warm All,0.004974793,0.003468962,1.007490101,0.997267182,1.017818,0.001804002,0.000766226,1.016001895,1.002662894,1.029518,6.42462E-06,0.000337053,1.000122075,0.987647137,1.012755,0.014545818,0.004012379,1.01760821,1.008050097,1.027257
Warm Female,0.012358945,0.004685261,1.018711321,1.004775115,1.032841,0.00375656,0.001030713,1.033610202,1.015397331,1.052150,0.000370084,0.000456359,1.007056374,0.99008625,1.024317,0.02364575,0.005382991,1.028781302,1.015838221,1.041889
Warm Male,-0.002978826,0.004937193,0.995541729,0.981195467,1.010098,-0.000337566,0.001095178,0.997033828,0.978376999,1.016046,-0.000377197,0.000478642,0.992858873,0.975318321,1.010715,0.004490523,0.005761406,1.005403172,0.991871021,1.019120
Cold All,0.01407917,0.004089658,1.021343334,1.009136645,1.033698,0.002330209,0.000582663,1.020717528,1.010510923,1.031027,-0.000562039,0.00066842,0.989378071,0.965054508,1.014315,0.000660992,0.00300182,1.000793505,0.993752507,1.007884
Cold Female,0.019246986,0.005539585,1.029291271,1.012663613,1.046192,0.003180003,0.000787352,1.028379257,1.014508012,1.042440,-0.000801063,0.000907164,0.984895047,0.952178286,1.018736,0.004088978,0.00407017,1.004918832,0.995344604,1.014585
Cold Male,0.00835042,0.005627303,1.012604404,0.995989423,1.029497,0.001377205,0.000804198,1.012193139,0.998250136,1.026331,-0.000292439,0.000916527,0.994459067,0.961089424,1.028987,-0.003166349,0.004120182,0.996207591,0.986600299,1.005908
Age 0-10 All,0.04063059,0.02169334,1.062841397,0.997171473,1.132836,0.006766822,0.003694996,1.061356741,0.99582548,1.131200,0.002582558,0.002564332,1.0502924,0.95463413,1.155536,0.01497031,0.01896775,1.018126702,0.973704143,1.064576
Age 0-10 Female,0.0523377,0.02740909,1.08167044,0.997925979,1.172443,0.008513045,0.004724356,1.077792315,0.993450645,1.169294,0.003851087,0.003249126,1.075914129,0.953298885,1.214300,0.03078504,0.02397649,1.037632886,0.980737287,1.097829
Age 0-10 Male,0.0295796,0.0278951,1.045368443,0.963057467,1.134714,0.005232702,0.004701207,1.047124439,0.965568105,1.135569,0.001349193,0.003285034,1.025966061,0.907828315,1.159477,0.000996905,0.024326888,1.001197001,0.9455197,1.060153
Age 11-60 All,0.008319489,0.005545522,1.012557424,0.996182703,1.029201,0.001841647,0.000975656,1.016338535,0.999378572,1.033586,0.000101385,0.000627998,1.001928166,0.978768284,1.025636,0.004645036,0.005104369,1.005589607,0.993589205,1.017735
Age 11-60 Female,0.016536088,0.007765538,1.025114314,1.001975399,1.048788,0.003621612,0.001356629,1.032383478,1.008507029,1.056825,0.000216235,0.000887234,1.004116916,0.971482412,1.037848,0.014612129,0.007154955,1.017689188,1.00070635,1.034960
Age 11-60 Male,0.000428138,0.007697741,1.000642413,0.978250848,1.023547,8.81203E-05,0.001363524,1.000775759,0.97751406,1.024591,-5.30219E-06,0.000864371,0.999899263,0.968225854,1.032609,-0.004769241,0.007077955,0.994293256,0.977877923,1.010984
Age 60+All,0.008490648,0.004935962,1.01281742,0.998225819,1.027622,0.002299345,0.000862645,1.020440335,1.005369708,1.035737,-0.00037204,0.000564482,0.992956169,0.972300781,1.014050,0.005993645,0.004458197,1.007218301,0.996712112,1.017835
Age 60+ Female,0.013557386,0.006502886,1.020544266,1.001218336,1.040243,0.003170014,0.001134165,1.028288864,1.00836887,1.048602,-7.55044E-05,0.000743026,0.998566445,0.97131461,1.026583,0.007904539,0.005847042,1.009530576,0.995742294,1.023510
Age 60+ Male,0.002322439,0.007118165,1.003489733,0.982707515,1.024711,0.001222422,0.001247709,1.010815382,0.989294544,1.032804,-0.00072731,0.00081499,0.986276156,0.956792126,1.016669,0.003556678,0.006465432,1.004277135,0.989120927,1.019666
All: LAG 1,0.009362882,0.003744434,1.014143408,1.003040299,1.025369,0.001666504,0.000655845,1.0147733,1.003358846,1.026318,0.000536413,0.000428896,1.010243961,0.994236422,1.026509,0.007309589,0.003407073,1.008810089,1.000758359,1.016927
Female,0.012872091,0.005065342,1.019495744,1.004425796,1.034792,0.001948716,0.000885948,1.017296582,1.001869619,1.032961,0.001089655,0.000580646,1.02091925,0.999080598,1.043235,0.010554264,0.004604035,1.012745659,1.001838114,1.023772
Male,0.005475833,0.005216581,1.008247575,0.99290231,1.023830,0.001351335,0.00091531,1.011962732,0.996112059,1.028066,-7.35078E-05,0.000596465,0.998604326,0.976667503,1.021034,0.003745578,0.004751332,1.00450481,0.993341825,1.015793
Warm All,0.00849226,0.003489454,1.012819869,1.002482471,1.023264,0.002125159,0.00076732,1.018877366,1.005481636,1.032452,0.000475241,0.000340719,1.009070471,0.996347883,1.021956,0.006175786,0.004020915,1.007438472,0.997955843,1.017011
Warm Female,0.010872454,0.004699975,1.016442393,1.002493859,1.030585,0.001828392,0.001034089,1.016219988,0.998255406,1.034508,0.001044241,0.000459096,1.020038711,1.002747623,1.037628,0.008740025,0.005410359,1.010543222,0.997765366,1.023485
Warm Male,0.005883746,0.004953609,1.00886468,0.994278439,1.023665,0.002446664,0.001088949,1.0217641,1.002752231,1.041136,-0.000144216,0.000483123,0.99726365,0.979481811,1.015368,0.003390785,0.005712991,1.004077231,0.99067573,1.017660
Cold All,0.009178211,0.004108302,1.013862522,1.001690336,1.026183,0.001265725,0.000586523,1.011200639,1.001022545,1.021482,0.000503679,0.000675329,1.009615843,0.98454139,1.035329,0.007653833,0.003015874,1.009226907,1.002093452,1.016411
Cold Female,0.01379755,0.00558411,1.020911979,1.00428821,1.037811,0.001779383,0.00079525,1.015781812,1.001943996,1.029811,0.001117434,0.000918771,1.021458231,0.987100149,1.057012,0.011105637,0.004097444,1.013415962,1.003696391,1.023230
Cold Male,0.004120181,0.005612857,1.006199409,0.989731556,1.022941,0.000705123,0.000803535,1.006224376,0.992374929,1.020267,-0.000191274,0.000920689,0.996372388,0.962789316,1.031127,0.003869713,0.004122474,1.004654454,0.994960339,1.014443
Age 0-10 All,0.01396767,0.02175631,1.021172529,0.957899851,1.088625,0.005168897,0.003673213,1.04653666,0.982289425,1.114986,-0.002647905,0.0026035,0.950934404,0.863065636,1.047749,0.01433038,0.01932461,1.017345166,0.972140413,1.064652
Age 0-10 Female,-0.008551927,0.027881558,0.987254036,0.909555126,1.071590,0.002960616,0.004705455,1.026395778,0.946384573,1.113171,-0.005932916,0.003327068,0.893395949,0.789286887,1.011237,0.005202472,0.02588781,1.006262494,0.946821056,1.069436
Age 0-10 Male,0.03470108,0.02761215,1.053430119,0.971292033,1.142514,0.007372958,0.004666867,1.067033139,0.984509145,1.156474,0.000200219,0.003313407,1.003811404,0.887286723,1.135639,0.02162017,0.02360587,1.026283684,0.970856311,1.084875
Age 11-60 All,0.006393837,0.005563147,1.009636894,0.993257934,1.026286,0.001113102,0.000976749,1.009843427,0.992973132,1.027000,0.000384492,0.000633244,1.007332093,0.983855079,1.031369,0.006880794,0.00508898,1.008291135,0.996294554,1.020432
Age 11-60 Female,0.008397979,0.007812388,1.012676645,0.989682146,1.036205,0.001115737,0.001365597,1.009866845,0.986358568,1.033935,0.000860155,0.000895467,1.016477223,0.983139497,1.050945,0.014317672,0.007134215,1.017329652,1.000401613,1.034544
Age 11-60 Male,0.004349791,0.007688394,1.006546019,0.984049388,1.029557,0.001094337,0.001355552,1.009676685,0.98634371,1.033562,-7.21888E-05,0.000869401,0.998629354,0.966815024,1.031491,-0.000248838,0.007044763,0.99970144,0.983273579,1.016404
Age 60+All,0.011430867,0.004945619,1.017294142,1.00260958,1.032194,0.001929316,0.000866176,1.017122921,1.002040258,1.032433,0.000776327,0.000567833,1.014859527,0.993624518,1.036548,0.007288624,0.004486072,1.00878471,0.998196735,1.019485
Age 60+ Female,0.016587708,0.006502555,1.025193691,1.005780694,1.044981,0.002470687,0.00113914,1.021980126,1.002096353,1.042258,0.00146222,0.000744287,1.028171708,1.000064934,1.057068,0.0081896,0.005887975,1.009875969,0.995987076,1.023959
Age 60+ Male,0.00503132,0.007141136,1.00757553,0.98664206,1.028953,0.001258946,0.001250437,1.011140321,0.989566003,1.033185,-8.82756E-05,0.000822439,0.99832417,0.968211364,1.029374,0.006169275,0.006490628,1.007430601,0.992168004,1.022928
All: LAG 2,0.00842216,0.003754936,1.012713376,1.001594999,1.023955,0.000906978,0.000656397,1.008013344,0.996665439,1.019490,0.001097785,0.000429965,1.021076969,1.004857802,1.037558,0.005237769,0.003410464,1.006305117,0.998265418,1.014410
Female,0.00726379,0.005065854,1.010955259,0.996010055,1.026125,0.000796626,0.00088492,1.007034934,0.991781163,1.022523,0.000925239,0.000579955,1.017734963,0.995990063,1.039955,0.004815074,0.004608197,1.005794814,0.994952392,1.016755
Male,0.009687469,0.005233017,1.014637295,0.999146498,1.030368,0.001026558,0.00091514,1.009074633,0.9932721,1.025129,0.001287911,0.000599462,1.024772164,1.002148649,1.047906,0.005658311,0.004742955,1.006813077,0.995644058,1.018107
Warm All,0.009589794,0.003501377,1.014488649,1.004099021,1.024986,0.001097462,0.000771141,1.009704454,0.996363659,1.023224,0.00117242,0.000341532,1.022525948,1.00960317,1.035614,0.001349881,0.004013922,1.00162117,0.992209616,1.011122
Warm Female,0.003795986,0.004698205,1.005710221,0.991914124,1.019698,-0.000461,0.001033546,0.995951419,0.978354306,1.013865,0.000898128,0.000458287,1.017210853,0.999997813,1.034720,-0.007905991,0.00541589,0.990557672,0.978019801,1.003256
Warm Male,0.015976591,0.00497257,1.024254352,1.009389337,1.039338,0.002816913,0.001095731,1.025098632,1.005907044,1.044656,0.001477113,0.00048549,1.028462678,1.010035523,1.047226,0.011370557,0.005659071,1.013738182,1.000334589,1.027321
Cold All,0.007404038,0.004134755,1.011167958,0.998950428,1.023535,0.000829063,0.000587486,1.007322434,0.997166821,1.017581,0.000989975,0.000681091,1.018987544,0.99346712,1.045164,0.007688892,0.003028758,1.009269367,1.002105245,1.016485
Cold Female,0.012808808,0.005606185,1.019398974,1.002734761,1.036340,0.001505816,0.000796026,1.013339368,0.999521438,1.027348,0.001463954,0.000923417,1.028205571,0.99344862,1.064179,0.012346834,0.004099456,1.014926505,1.00518769,1.024760
Cold Male,0.001440807,0.005647772,1.002163548,0.985660564,1.018943,8.05103E-05,0.000802829,1.000708742,0.986947229,1.014662,0.000465851,0.000930359,1.008890453,0.974534459,1.044458,0.002472772,0.004144913,1.002971733,0.993241434,1.012797
Age 0-10 All,0.01179381,0.02180119,1.017848123,0.954655455,1.085224,0.004239667,0.003654022,1.03801379,0.974612326,1.105540,-0.002284932,0.002649274,0.957515176,0.867558207,1.056800,0.003012785,0.019367961,1.003621885,0.958929134,1.050398
Age 0-10 Female,-0.0254829,0.02778442,0.96249698,0.88699978,1.044420,-0.000934281,0.004623241,0.991812032,0.915794459,1.074140,-0.005847484,0.003369059,0.894847294,0.789333822,1.014465,-0.02222636,0.02517275,0.973680915,0.91770624,1.033070
Age 0-10 Male,0.04585423,0.02786897,1.07120196,0.986932701,1.162667,0.009070921,0.004703324,1.083096539,0.998702016,1.174623,0.001019107,0.003390207,1.019551712,0.898626066,1.156750,0.02432354,0.02427308,1.0296184,0.97248363,1.090110
Age 11-60 All,0.012794298,0.005560036,1.019376787,1.002848992,1.036177,0.001815486,0.000973983,1.016104583,0.999177352,1.033319,0.001193019,0.000634916,1.022926224,0.999023557,1.047401,0.006437103,0.005093872,1.007754435,0.995752782,1.019901
