Strata,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Age 11-60 Male,0.007777762,0.01044761,1.007808087,0.987380745,1.028658,-0.05516746,0.08897849,0.994498443,0.977304966,1.011994,0.000847476,0.001235104,1.010906737,0.980062833,1.042721,0.000156691,0.001319009,1.001019008,0.984338255,1.017982
Age 60+All,-0.004085117,0.008123469,0.995923216,0.980191698,1.011907,-0.07869353,0.06904517,0.992161529,0.978825196,1.005680,0.000590997,0.000954027,1.007593443,0.983763379,1.032001,-0.000448595,0.001023784,0.997088381,0.984167794,1.010179
Age 60+ Female,-0.004870143,0.009295569,0.995141697,0.977175064,1.013439,-0.12957294,0.07896297,0.98712629,0.971966407,1.002523,0.001029568,0.001089008,1.013265689,0.985956974,1.041331,-0.000740282,0.00117173,0.995199723,0.980453878,1.010167
Age 60+ Male,-0.003433175,0.009021921,0.996572712,0.979105245,1.014352,-0.03662329,0.07671141,0.996344369,0.981475953,1.011438,0.000229172,0.001061692,1.00293771,0.97657637,1.030011,-0.000206864,0.001136804,0.99865629,0.984297096,1.013225
All: LAG 6,-0.014033112,0.007550512,0.986064893,0.971579564,1.000766,-0.14193282,0.06668799,0.985906968,0.973104183,0.998878,0.000290259,0.000921515,1.003722228,0.980783381,1.027198,-0.00204277,0.000947828,0.986809758,0.974965361,0.998798
Female,-0.015291763,0.008073338,0.984824562,0.9693636,1.000532,-0.16143035,0.07117473,0.983986565,0.970355013,0.997810,0.00058086,0.000986123,1.007462721,0.982844035,1.032698,-0.002111462,0.001013411,0.986369249,0.973716234,0.999187
Male,-0.01262805,0.00828631,0.987451349,0.971543517,1.003620,-0.1200191,0.07333585,0.988069826,0.973969065,1.002375,-3.26E-05,1.01E-03,0.999582269,0.974565403,1.025241,-0.001965793,0.001040288,0.987303633,0.97430496,1.000476
Warm All,-0.008949708,0.00616913,0.991090221,0.979178619,1.003147,-0.04183717,0.07137299,0.995825023,0.981991307,1.009854,0.000162593,0.000759397,1.002083354,0.983172621,1.021358,-0.000935885,0.000865434,0.993935213,0.983036647,1.004955
Warm Female,-0.008097413,0.006786923,0.991935283,0.978827569,1.005219,-0.05273742,0.0782943,0.99474014,0.979591702,1.010123,0.000112598,0.000834367,1.00144229,0.980697384,1.022626,-0.000730104,0.000952951,0.995265568,0.983255509,1.007422
Warm Male,-0.009855153,0.006905034,0.99019325,0.976882383,1.003685,-0.0291211,0.08013931,0.997092126,0.981552856,1.012877,0.000221539,0.000851169,1.002839718,0.981651991,1.024485,-0.001156342,0.000967719,0.992511955,0.980350649,1.004824
Cold All,-0.020735212,0.009235447,0.979478284,0.961907787,0.997370,-0.184726022,0.064347601,0.981696971,0.969393431,0.994157,-0.000311772,0.001121885,0.996017273,0.968374354,1.024449,-0.002834639,0.001020523,0.981743552,0.969062067,0.994591
Cold Female,-0.025258591,0.009659988,0.975057738,0.95677008,0.993695,-0.205027783,0.067406462,0.979705975,0.966847554,0.992735,0.000313373,0.001177992,1.004019227,0.974781148,1.034134,-0.003063267,0.001068097,0.980285684,0.967036739,0.993716
Cold Male,-0.01568855,0.01003308,0.984433874,0.965264244,1.003984,-0.16203039,0.06978608,0.983927524,0.970560916,0.997478,-0.001012476,0.001213202,0.987123922,0.957531649,1.017631,-0.002586374,0.00110797,0.983329093,0.969546378,0.997308
Age 0-10 All,-0.01687881,0.03295547,0.983262839,0.921758951,1.048871,-0.1708569,0.2907909,0.983059443,0.928596747,1.040716,-0.001935106,0.004134904,0.975534887,0.879408437,1.082169,-0.00016913,0.004096364,0.998901258,0.948107849,1.052416
Age 0-10 Female,-0.06860083,0.04100107,0.93369931,0.861601056,1.011831,-0.3333841,0.3651262,0.96721119,0.900411728,1.038966,-0.005541202,0.00518527,0.931529532,0.817899804,1.060946,-0.003509549,0.005140443,0.977446159,0.915484988,1.043601
Age 0-10 Male,0.03737106,0.04028481,1.038078139,0.959265715,1.123366,-0.01759013,0.3525065,0.998242533,0.931601355,1.069651,0.001181046,0.005026893,1.015232235,0.894941163,1.151692,0.003408051,0.004955891,1.022399516,0.959842837,1.089033
Age 11-60 All,-0.01087663,0.00835176,0.989182307,0.973121747,1.005508,-0.18476644,0.07370617,0.981693003,0.967613011,0.995978,0.001262843,0.001021138,1.016295741,0.990590628,1.042668,-0.002345246,0.001049365,0.984871504,0.971792467,0.998127
Age 11-60 Female,-0.013085037,0.009133144,0.9870002,0.969489147,1.004828,-0.17711299,0.08043982,0.982444624,0.967076667,0.998057,0.000917126,0.001118257,1.011808383,0.98381675,1.040596,-0.002750033,0.001149317,0.982283599,0.968005497,0.996772
Age 11-60 Male,-0.007121977,0.010370758,0.992903324,0.972924629,1.013292,-0.19819676,0.09185995,0.980375443,0.962882175,0.998187,0.001851847,0.001264995,1.023986806,0.991999622,1.057005,-0.001660713,0.001299893,0.989263418,0.973015496,1.005783
Age 60+All,-0.01631198,0.00802734,0.98382034,0.968462452,0.999422,-0.1094891,0.07094859,0.989110811,0.975451504,1.002961,-0.000397512,0.000977814,0.994924775,0.970814812,1.019634,-0.001840158,0.001007201,0.988110222,0.975512049,1.000871
Age 60+ Female,-0.016847871,0.009180018,0.983293261,0.965759243,1.001146,-0.14283706,0.08101072,0.985817822,0.970288521,1.001596,0.000310338,0.001117755,1.003980223,0.976217465,1.032533,-0.001446161,0.001149346,0.990643996,0.976244009,1.005256
Age 60+ Male,-0.015874965,0.008920583,0.984250378,0.967190978,1.001611,-0.08165968,0.07893318,0.991867283,0.976640292,1.007332,-0.000983897,0.001086806,0.987485088,0.960924287,1.014780,-0.002169017,0.001121182,0.986000309,0.972016529,1.000185
All: LAG 7,-0.002128269,0.0074486,0.997873994,0.983411603,1.012549,-0.05006998,0.06775633,0.995005516,0.981878958,1.008308,0.000931172,0.000925035,1.011990312,0.988775206,1.035750,-0.000145185,0.000929749,0.999056742,0.987292719,1.010961
Female,-0.002042336,0.007952067,0.997959748,0.982526084,1.013636,-0.06140449,0.07228339,0.993878365,0.979896825,1.008059,0.001392494,0.000987499,1.017983711,0.993073645,1.043519,-0.000108589,0.000991834,0.999294421,0.986746809,1.012002
Male,-0.002217892,0.008184084,0.997784566,0.981906983,1.013919,-0.0374903,0.07450563,0.996257989,0.981815241,1.010913,0.000412891,0.001016293,1.00529899,0.979991139,1.031260,-0.000185793,0.001022419,0.998793074,0.985867547,1.011888
Warm All,0.005051784,0.006206698,1.005064566,0.992911896,1.017366,0.05618916,0.07177321,1.005634732,0.991586956,1.019882,0.00195335,0.000759941,1.025318073,1.005955132,1.045054,0.001794231,0.00086459,1.011730771,1.000647837,1.022936
Warm Female,0.0072814,0.006799668,1.007307974,0.993972291,1.020823,0.07971064,0.07856643,1.008002918,0.992599563,1.023645,0.00223543,0.000831432,1.029026805,1.007784682,1.050717,0.002213503,0.000947022,1.014491773,1.002325409,1.026806
Warm Male,0.00257444,0.006970659,1.002577757,0.988973194,1.016369,0.03028518,0.08068831,1.003033109,0.987295008,1.019022,0.001631808,0.000854795,1.021106805,0.999442201,1.043241,0.001327612,0.00097121,1.008666821,0.996263269,1.021225
Cold All,-0.010430676,0.008845787,0.989623535,0.97261358,1.006931,-0.10127617,0.06567715,0.989923495,0.977262153,1.002749,-0.000868954,0.001126389,0.988939015,0.9613839,1.017284,-0.001564518,0.000986235,0.989882166,0.977522467,1.002398
Cold Female,-0.013528495,0.009265115,0.986562604,0.968808687,1.004642,-0.12900772,0.06885196,0.987182086,0.973949567,1.000594,-0.000205842,0.001182308,0.99736869,0.968219442,1.027396,-0.001753774,0.001032203,0.988665197,0.975749098,1.001752
Cold Male,-0.006904435,0.00958925,0.993119346,0.974628053,1.011961,-0.07017954,0.07112611,0.993006614,0.979259435,1.006947,-0.001616284,0.001218091,0.979524102,0.950043124,1.009920,-0.001347949,0.001070026,0.991276603,0.97785508,1.004882
Age 0-10 All,-0.0597152,0.03293503,0.942032786,0.883143252,1.004849,0.03508645,0.28670871,1.003514808,0.948677602,1.061522,-0.007553013,0.00403025,0.907847772,0.820542577,1.004442,-0.004293823,0.004140553,0.972476032,0.922506834,1.025152
Age 0-10 Female,-0.09581415,0.0412396,0.90863287,0.838078283,0.985127,-0.3667509,0.357646,0.963989294,0.898729027,1.033988,-0.004489879,0.004990751,0.944149788,0.833036007,1.070084,-0.006347154,0.005276664,0.959582964,0.897195762,1.026308
Age 0-10 Male,-0.02293587,0.03993179,0.977325158,0.903750296,1.056890,0.4305678,0.3500586,1.043997171,0.974769052,1.118142,-0.010890405,0.004960219,0.869882456,0.768097072,0.985156,-0.002038192,0.00493895,0.986839124,0.926658225,1.050928
Age 11-60 All,-0.003206564,0.008231085,0.996798572,0.980846318,1.013010,-0.05665208,0.07494708,0.994350809,0.979850926,1.009065,0.001185772,0.001025022,1.015293651,0.989517458,1.041741,-0.000259017,0.001028686,0.998317805,0.985319752,1.011487
Age 11-60 Female,-0.003073169,0.00899578,0.996931548,0.979507977,1.014665,-0.05781787,0.08161289,0.994234895,0.978457513,1.010267,0.001659803,0.00111978,1.02147277,0.993175829,1.050576,-0.000557017,0.001123648,0.996385933,0.982224001,1.010752
Age 11-60 Male,-0.003425769,0.010222728,0.996580092,0.976810784,1.016750,-0.05514906,0.09366354,0.994500273,0.976409745,1.012926,0.000378841,0.001273635,1.004860945,0.973260237,1.037488,0.000252778,0.001278716,1.001644407,0.985458978,1.018096
Age 60+All,-0.000681343,0.007920496,0.999318889,0.983925088,1.014954,-0.04615117,0.07203743,0.995395516,0.981439946,1.009550,0.000842838,0.000981806,1.010846733,0.986252154,1.036055,-1.41E-05,9.88E-04,0.999908469,0.987405711,1.012570
Age 60+ Female,0.000213136,0.009034202,1.000213159,0.982658231,1.018082,-0.06073443,0.08234267,0.993944963,0.978032277,1.010117,0.00119643,0.001119606,1.015432169,0.987306875,1.044359,0.000424717,0.001124679,1.002764473,0.988498895,1.017236
Age 60+ Male,-0.001429043,0.008815115,0.998571978,0.981467215,1.015975,-0.03432533,0.08002879,0.996573351,0.981063417,1.012328,0.000547575,0.001092849,1.007033578,0.979798399,1.035026,-0.00038166,0.001100664,0.997522287,0.983632183,1.011609
All: LAG 8,0.006388237,0.007462105,1.006408685,0.991796346,1.021236,0.07897129,0.06767675,1.007928394,0.994646865,1.021387,-3.63E-05,9.19E-04,0.999536079,0.976745134,1.022859,0.000880047,0.000918735,1.005736698,0.99403349,1.017578
Female,0.009500036,0.007963734,1.009545305,0.993909739,1.025427,0.10791399,0.07202409,1.010849836,0.9966802,1.025221,9.99537E-05,0.000982964,1.001280226,0.976890026,1.026279,0.001105887,0.000979288,1.007214166,0.9947261,1.019859
Male,0.002890449,0.008195947,1.00289463,0.986912785,1.019135,0.04587432,0.07456718,1.00459797,0.990022375,1.019388,-0.000188061,0.001007823,0.997595709,0.972688456,1.023141,0.000623774,0.001010561,1.004062763,0.991218766,1.017073
Warm All,0.015536072,0.006328012,1.015657384,1.003138082,1.028333,0.240082926,0.072331303,1.024298812,1.009879844,1.038924,0.000678619,0.000752908,1.00872416,0.989849234,1.027959,0.002225626,0.000875396,1.014571718,1.003319525,1.025950
Warm Female,0.020079316,0.006937907,1.020282262,1.006502066,1.034251,0.281048104,0.079331657,1.028503477,1.012634961,1.044621,0.000999141,0.000825714,1.012871136,0.992104829,1.034072,0.002530351,0.000958285,1.016583283,1.004247725,1.029070
Warm Male,0.010469898,0.007097774,1.010524899,0.996564177,1.024681,0.19457207,0.08111988,1.019647732,1.003564047,1.035989,0.000321423,0.000844219,1.004122688,0.983079229,1.025617,0.001882658,0.00098369,1.012312456,0.999705102,1.025079
Cold All,-0.004340333,0.008643241,0.995669073,0.978943759,1.012680,0.001607998,0.065318526,1.000160813,0.987437938,1.013048,-0.001419495,0.001126877,0.981994535,0.954621238,1.010153,-0.000144956,0.000952689,0.999058229,0.987005691,1.011258
Cold Female,-0.002893252,0.009052122,0.997110929,0.979576042,1.014960,0.02529162,0.06820137,1.002532363,0.989220216,1.016024,-0.001510774,0.001184228,0.980847871,0.952135598,1.010426,5.33E-05,9.97E-04,1.000346348,0.987716873,1.013137
Cold Male,-0.006015285,0.00937035,0.994002771,0.975913649,1.012427,-0.02587895,0.07105158,0.997415451,0.983621604,1.011403,-0.00132304,0.001217081,0.983207678,0.953639997,1.013692,-0.000372003,0.001033395,0.997584899,0.984537323,1.010805
Age 0-10 All,-0.0418102,0.03300228,0.959051791,0.898979841,1.023138,-0.2014277,0.2922418,0.98005874,0.92549906,1.037835,-0.00086105,0.00412214,0.989039077,0.891867518,1.096798,-0.002706049,0.004125081,0.982564471,0.932260637,1.035583
Age 0-10 Female,-0.0495127,0.04176929,0.951693072,0.876884049,1.032884,-0.6150628,0.37243075,0.94034704,0.874150513,1.011556,0.005165295,0.005148082,1.068350399,0.938906569,1.215640,-0.005942901,0.005254871,0.962107723,0.899806163,1.028723
Age 0-10 Male,-0.03480127,0.03977755,0.96579733,0.893360336,1.044108,0.1711412,0.3503129,1.017261406,0.949758812,1.089562,-0.006545569,0.005044494,0.919630534,0.81030906,1.043701,0.000378309,0.004930327,1.002462032,0.94143181,1.067449
Age 11-60 All,0.005478227,0.008248832,1.00549326,0.989367446,1.021882,0.09337234,0.07473253,1.009380962,0.994703733,1.024275,8.28E-05,1.02E-03,1.001060548,0.975763103,1.027014,0.000595652,0.001015128,1.003879245,0.990979936,1.016946
Age 11-60 Female,0.007011128,0.009005118,1.007035763,0.98941749,1.024968,0.11490222,0.08133072,1.011556488,0.99555929,1.027811,-3.83E-05,1.12E-03,0.999510191,0.971899998,1.027905,0.000625179,0.001107828,1.004071929,0.990000271,1.018344
Age 11-60 Male,0.002832683,0.010257254,1.002836699,0.982876763,1.023202,0.05559843,0.09342628,1.005575328,0.987329251,1.024159,0.000282594,0.001263259,1.003623754,0.97231501,1.035941,0.000542533,0.001263097,1.003532687,0.987513225,1.019812
Age 60+All,0.007638264,0.00793106,1.00766751,0.992124561,1.023454,0.07151875,0.07201043,1.007177511,0.99306201,1.021494,-0.000112506,0.000974272,0.998560956,0.974449472,1.023269,0.001132545,0.000976647,1.007388706,0.994931953,1.020001
Age 60+ Female,0.012790086,0.009047244,1.012872229,0.995069682,1.030993,0.11004484,0.08196097,1.011065256,0.994952913,1.027439,0.000168222,0.001111556,1.002155563,0.97459481,1.030496,0.001686487,0.001111675,1.01102247,0.996804542,1.025443
Age 60+ Male,0.003383756,0.00881908,1.003389487,0.986194541,1.020884,0.0389542,0.08022384,1.003903017,0.988241228,1.019813,-0.000344373,0.001083261,0.995601728,0.968908755,1.023030,0.000670288,0.001088057,1.004366376,0.990540057,1.018386
All: LAG 9,-0.002385246,0.007561106,0.997617596,0.982942147,1.012512,0.05038344,0.0670776,1.005051058,0.991923923,1.018352,-0.000161373,0.000910954,0.997936564,0.975388355,1.021006,0.000108589,0.000928256,1.00070608,0.988941454,1.012611
Female,-0.001584991,0.008080286,0.998416264,0.98272854,1.014354,0.07980551,0.07141659,1.00801248,0.994000966,1.022222,-0.0001144,0.000974341,0.998536753,0.974424172,1.023246,0.000255597,0.000992326,1.001662758,0.989079215,1.014406
Male,-0.003280645,0.008302013,0.99672473,0.980637322,1.013076,0.01688521,0.07395886,1.001689947,0.98727425,1.016316,-0.000212987,0.000999258,0.997277484,0.97258714,1.022595,-5.49E-05,1.02E-03,0.999643002,0.986751499,1.012703
Warm All,0.003249689,0.00646569,1.003254975,0.990621195,1.016050,0.12824367,0.07384377,1.012906952,0.998352347,1.027674,-0.000195723,0.000746638,0.997497882,0.978986998,1.016359,0.001068013,0.000895829,1.006966238,0.995539201,1.018524
Warm Female,0.003932474,0.007099922,1.003940216,0.990066295,1.018009,0.209481879,0.080919689,1.021169141,1.005100894,1.037494,-0.000467367,0.000821205,0.994035557,0.973765567,1.014727,0.001182822,0.000983583,1.007717974,0.995169206,1.020425
Warm Male,0.002475235,0.007256436,1.002478301,0.988321352,1.016838,0.03717044,0.08305028,1.003723961,0.987517747,1.020196,0.000102683,0.000836409,1.0013152,0.980522692,1.022549,0.000939855,0.00100559,1.006127755,0.993320246,1.019100
Cold All,-0.006890079,0.008673508,0.993133603,0.976392956,1.010161,0.01987464,0.06379827,1.00198944,0.989538113,1.014597,-0.000385405,0.001129247,0.995078971,0.967283418,1.023673,-0.000599578,0.000952174,0.996110326,0.98409981,1.008267
Cold Female,-0.005733771,0.009100477,0.994282636,0.976704913,1.012177,0.02718473,0.06671195,1.002722171,0.989696381,1.015919,2.22E-06,1.18E-03,1.00002842,0.970738458,1.030202,-0.000401574,0.000999994,0.99739317,0.984767053,1.010181
Cold Male,-0.00818993,0.00939283,0.991843516,0.973750784,1.010272,0.0115495,0.06935447,1.001155617,0.987638513,1.014858,-0.000820467,0.00122279,0.989552979,0.95965701,1.020380,-0.000819376,0.001030044,0.994688212,0.981720436,1.007827
Age 0-10 All,-0.006209724,0.03383004,0.993809516,0.930050305,1.061940,-0.2952331,0.2896247,0.970908246,0.917328396,1.027618,0.00211592,0.004102566,1.027453875,0.926963211,1.138839,-9.21E-05,4.13E-03,0.999401762,0.948222714,1.053343
Age 0-10 Female,0.03475329,0.04178069,1.035364243,0.953956828,1.123719,-0.60491673,0.35936039,0.941301607,0.877282419,1.009993,0.013965204,0.005066401,1.19572729,1.053005802,1.357793,-0.002242879,0.005166017,0.985527041,0.922752922,1.052572
Age 0-10 Male,-0.04456617,0.04152867,0.956412312,0.881648029,1.037517,0.01061935,0.35528456,1.001062499,0.933724512,1.073257,-0.009341703,0.005048153,0.887298524,0.781748766,1.007099,0.002049407,0.005003214,1.013410267,0.950830181,1.080109
Age 11-60 All,0.000956311,0.008377034,1.000956768,0.984656258,1.017527,0.08961553,0.07409734,1.009001828,0.994453911,1.023763,-0.000409056,0.001011209,0.994777763,0.969858466,1.020337,0.000350539,0.001028096,1.002281101,0.98923888,1.015495
Age 11-60 Female,0.001262187,0.009152232,1.001262984,0.98346209,1.019386,0.14292351,0.08060837,1.014394975,0.998494245,1.030549,-0.00074964,0.001106385,0.990450498,0.96333661,1.018328,0.000360535,0.001124044,1.002346226,0.988094594,1.016803
Age 11-60 Male,0.000419949,0.010426014,1.000420037,0.980183934,1.021074,-0.003077345,0.092895573,0.999692313,0.981655088,1.018061,0.000166192,0.001255392,1.002129517,0.971059023,1.034194,0.000332466,0.001277986,1.002163364,0.985978709,1.018614
Age 60+All,-0.004790464,0.008026016,0.995220992,0.979687677,1.011001,0.02590211,0.0713866,1.002593568,0.988663189,1.016720,-7.51E-06,9.66E-04,0.999903933,0.975973823,1.024421,-6.75165E-05,0.000985674,0.999561239,0.987087741,1.012192
Age 60+ Female,-0.004916193,0.009174075,0.995095872,0.977362776,1.013151,0.02476757,0.08140602,1.002479827,0.98661161,1.018603,0.000355101,0.001103318,1.004555634,0.977130808,1.032750,0.000181014,0.001126549,1.001177285,0.986910773,1.015650
Age 60+ Male,-0.004665834,0.00892164,0.995345034,0.978091311,1.012903,0.02687992,0.07951033,1.002691608,0.987186765,1.018440,-0.000305642,0.00107354,0.996095425,0.96962567,1.023288,-0.000270541,0.001095772,0.998243031,0.984404243,1.012276
All: LAG 10,0.000292071,0.007578586,1.000292113,0.985543555,1.015261,0.0272448,0.0670372,1.002728195,0.989639235,1.015990,-0.000154372,0.000904415,0.998025991,0.975635799,1.020930,0.000863902,0.00093801,1.005631157,0.993685135,1.017721
Female,-0.001542082,0.008083643,0.998459106,0.982764243,1.014405,0.06079404,0.07145882,1.006097921,0.992104807,1.020288,-0.0006646,0.000966386,0.991529207,0.967778952,1.015862,0.000872675,0.001001584,1.005688505,0.992937268,1.018603
Male,0.002357082,0.008338197,1.002359862,0.986111563,1.018876,-0.01061252,0.07381193,0.998939311,0.984591554,1.013496,0.000416313,0.000993037,1.005343031,0.980606024,1.030704,0.000858118,0.001030835,1.005593354,0.992473394,1.018887
Warm All,0.006669256,0.006465608,1.006691545,0.994014648,1.019530,0.09774236,0.07620543,1.00982216,0.994851272,1.025018,-0.000300126,0.00073905,0.996165758,0.977865753,1.014808,0.001767915,0.000902837,1.011557728,0.999989309,1.023260
Warm Female,0.001473406,0.007096383,1.001474492,0.987641497,1.015501,0.15338846,0.08344725,1.01545709,0.998983702,1.032202,-0.001015633,0.000811291,0.987084038,0.967196342,1.007381,0.001540537,0.000992228,1.010063796,0.997375953,1.022913
Warm Male,0.012447331,0.007255123,1.012525121,0.99822886,1.027026,0.03500582,0.08573056,1.003506716,0.986785481,1.020511,0.000494967,0.000829018,1.006355692,0.985641273,1.027505,0.002024494,0.001011782,1.013246174,1.000269145,1.026392
Cold All,-0.004403276,0.008737752,0.995606404,0.978700831,1.012804,0.00923375,0.06286378,1.000923801,0.988666784,1.013333,-0.00054785,0.0011292,0.993012048,0.965275388,1.021546,0.000332379,0.00096349,1.002162802,0.989936582,1.014540
Cold Female,-0.001832308,0.009128866,0.99816937,0.980468377,1.016190,0.03327934,0.06584866,1.003333478,0.990467323,1.016367,-0.000721297,0.001184481,0.990809883,0.961799901,1.020695,0.000501928,0.001009001,1.003267858,0.99045371,1.016248
Cold Male,-0.00736441,0.009510939,0.992662641,0.974329389,1.011341,-0.01803303,0.06822644,0.998198322,0.984938885,1.011636,-0.000349909,0.001223497,0.995531176,0.965437484,1.026563,0.000138865,0.001045937,1.000903029,0.987654226,1.014330
Age 0-10 All,-0.009130962,0.033218754,0.990910599,0.928449099,1.057574,-0.3535555,0.2907584,0.965262156,0.91179126,1.021869,0.001700668,0.004036566,1.022007214,0.923577265,1.130927,0.003417628,0.004034879,1.022463163,0.97123213,1.076397
Age 0-10 Female,0.03704654,0.04092094,1.037741316,0.957759571,1.124402,-0.2597242,0.364057,0.974361962,0.907258747,1.046428,0.0034122,0.005077408,1.044644003,0.919701745,1.186560,0.006630894,0.004936042,1.044043141,0.980410062,1.111806
Age 0-10 Male,-0.05281498,0.04088897,0.948555498,0.875502422,1.027704,-0.4399515,0.3530228,0.956958599,0.892983104,1.025517,0.000175568,0.004876923,1.002249794,0.88682733,1.132695,0.000533817,0.004998674,1.003475839,0.941563685,1.069459
Age 11-60 All,0.001917121,0.008394681,1.00191896,0.98556869,1.018540,0.07030185,0.07424437,1.007054955,0.992506506,1.021817,-0.000229349,0.001004473,0.997068636,0.972256236,1.022514,0.000672773,0.00103832,1.004382598,0.991183916,1.017757
Age 11-60 Female,-0.00173649,0.009162066,0.998265017,0.980498523,1.016353,0.09990087,0.0808333,1.010040155,0.994163857,1.026170,-0.000516483,0.001098055,0.993410828,0.966417849,1.021158,0.000343495,0.001134962,1.002235211,0.987847739,1.016832
Age 11-60 Male,0.008200348,0.010460146,1.008234063,0.987773816,1.029118,0.01921203,0.09291562,1.00192305,0.98384171,1.020337,0.000255705,0.001248216,1.003278389,0.972347314,1.035193,0.0012354,0.001290493,1.008062428,0.991624491,1.024773
Age 60+All,-0.000798517,0.008046923,0.999201801,0.983566048,1.015086,0.000493315,0.071198311,1.000049333,0.986190698,1.014103,-0.00012285,0.000958238,0.998428753,0.974712474,1.022722,0.00097168,0.000996738,1.006335905,0.993637799,1.019196
Age 60+ Female,-0.001814672,0.009174518,0.998186974,0.980397941,1.016299,0.02552474,0.08126212,1.002555734,0.986714145,1.018652,-0.000872247,0.00109351,0.988897339,0.962136714,1.016402,0.001339594,0.001137417,1.00874538,0.99423336,1.023469
Age 60+ Male,7.46333E-05,0.008966275,1.000074636,0.982652957,1.017805,-0.02016204,0.07926337,0.997985827,0.982601312,1.013611,0.000500645,0.001066827,1.006428832,0.979849497,1.033729,0.000675248,0.001109845,1.004398757,0.990297061,1.018701
All: LAG 11,0.006224974,0.007599094,1.006244389,0.991368219,1.021344,0.0277186,0.06677517,1.002775705,0.989736955,1.015986,0.000418133,0.000899458,1.00536645,0.982933799,1.028311,0.001029009,0.000945692,1.006710976,0.994654775,1.018913
Female,0.005975068,0.008123013,1.005992954,0.990103261,1.022138,0.05665587,0.07122495,1.005681667,0.991739801,1.019820,7.82E-05,9.62E-04,1.001001665,0.977130069,1.025456,0.001026975,0.001011291,1.006697667,0.993810723,1.019752
Male,0.006504331,0.008340659,1.00652553,0.990204927,1.023115,-0.004738674,0.073469342,0.999526245,0.985236211,1.014024,0.000795791,0.000986467,1.01023818,0.985543169,1.035552,0.00103032,0.00103755,1.006719556,0.993499911,1.020115
Warm All,0.008692485,0.006356083,1.008730374,0.996241643,1.021376,-0.01639521,0.07659668,0.998361822,0.983485416,1.013463,0.0002124,0.000726704,1.002722422,0.984606867,1.021171,0.000521416,0.000892173,1.003394953,0.992054651,1.014865
Warm Female,0.004900606,0.006992816,1.004912634,0.99123334,1.018781,0.04852045,0.08397022,1.004863835,0.988460973,1.021539,-0.000244717,0.000798822,0.996872526,0.977093211,1.017052,0.000193363,0.000983143,1.001257647,0.988794866,1.013878
Warm Male,0.012866536,0.007115289,1.012949666,0.998921152,1.027175,-0.08875828,0.08606203,0.991163446,0.974584565,1.008024,0.000716287,0.000814143,1.009210626,0.98880637,1.030036,0.00087936,0.00099693,1.005732204,0.993039292,1.018587
Cold All,0.005295011,0.008999935,1.005309054,0.987731024,1.023200,0.06779796,0.06230661,1.006802831,0.994582429,1.019173,2.56E-05,1.13E-03,1.000327542,0.972291913,1.029172,0.001559389,0.000986608,1.010187571,0.997569603,1.022965
Cold Female,0.008961366,0.009420142,1.009001639,0.99054289,1.027804,0.08158239,0.06533841,1.008191608,0.995362696,1.021186,-0.000155009,0.001189626,0.998017856,0.968671779,1.028253,0.001766166,0.001033752,1.011546228,0.998311506,1.024956
Cold Male,0.001141403,0.009777617,1.001142055,0.982138712,1.020513,0.0524038,0.06755238,1.005254135,0.992032027,1.018652,0.000227723,0.001226683,1.002919105,0.972524358,1.034264,0.001326517,0.00107064,1.00865964,0.994994974,1.022512
Age 0-10 All,-0.02698075,0.03348034,0.973379979,0.91155603,1.039397,-0.164194,0.2874239,0.983714664,0.92982909,1.040723,-0.002890648,0.00401401,0.963675852,0.871356769,1.065776,-0.001017784,0.004077935,0.993406239,0.943113646,1.046381
Age 0-10 Female,0.007732013,0.040957897,1.007761982,0.930023462,1.091998,-0.2022972,0.361719,0.979973528,0.91290209,1.051973,0.001380786,0.005086995,1.017831171,0.895880299,1.156382,0.001486744,0.004941875,1.009710682,0.948099664,1.075325
Age 0-10 Male,-0.06267402,0.04148586,0.9392496,0.865899606,1.018813,-0.1300781,0.3472994,0.987076426,0.922121309,1.056607,-0.006845814,0.004814904,0.916103051,0.811863764,1.033726,-0.003582188,0.005101364,0.976984764,0.915508528,1.042589
Age 11-60 All,0.005680305,0.00841441,1.005696469,0.9892463,1.022420,0.05717754,0.07400379,1.005734132,0.991251504,1.020428,0.00033376,0.00099854,1.004281268,0.979435154,1.029758,0.000777558,0.001047146,1.005066923,0.991747724,1.018565
Age 11-60 Female,0.005498802,0.009201621,1.005513948,0.987541878,1.023813,0.09838998,0.08062473,1.00988756,0.994054297,1.025973,9.78E-05,1.09E-03,1.001252931,0.974196751,1.029061,0.000927039,0.001145832,1.006043944,0.991464493,1.020838
Age 11-60 Male,0.00600105,0.0104417,1.006019092,0.985639429,1.026820,-0.01352986,0.09241214,0.998647929,0.980722469,1.016901,0.000723371,0.001239143,1.009302149,0.978408055,1.041172,0.000523893,0.001298029,1.00341111,0.986954264,1.020142
Age 60+All,0.007013911,0.008071227,1.007038566,0.991232963,1.023096,0.008584493,0.070896808,1.000858818,0.987047293,1.014864,0.00051732,0.000953404,1.006643672,0.982851452,1.031012,0.001237239,0.001004733,1.008074478,0.995253058,1.021061
